candidate_id,name,email,phone,linkedin_url,portfolio_url,location_city,location_state,location_country,relocation_willingness,remote_preference,availability_status,total_experience_years,education_level,degrees,institutions,languages_spoken,primary_industry,sub_industries,skills_extracted,tools_and_technologies,certifications,top_titles_mentioned,domains_of_expertise,employment_history,semantic_summary,keywords_summary,career_stage,genai_relevance_score,medical_domain_score,construction_domain_score,cad_relevance_score,nlp_relevance_score,computer_vision_relevance_score,data_engineering_relevance_score,mlops_relevance_score,evidence_skills,evidence_domains,evidence_certifications,evidence_tools,source_channel,hiring_manager_notes,interview_feedback,offer_status,assigned_recruiter,resume_embedding_version,last_updated
CID0639,Dakota Davis,dakota.davis198@outlook.com,(272) 863-8306,https://www.linkedin.com/in/dakotadavis1168,https://github.com/dakota822,Atlanta,GA,USA,Unknown,Hybrid,Notice (14 days),12.3,Bachelor,"['B.S. Computer Science', 'B.S. Information Systems']","['Osmania University', 'Stanford University']","['English', 'Arabic']",Technology,"['AI', 'SaaS', 'DevOps']","['CI/CD', 'Python', 'Java', 'R', 'CAD', 'FastAPI']","['Elasticsearch', 'Airflow', 'Kafka', 'HuggingFace', 'MongoDB', 'LangChain', 'Redis', 'Spark']","['AWS Developer', 'HIPAA']",['Full-Stack Developer'],"['Software Engineering', 'GenAI', 'Data Engineering']",[],"Dakota Davis has about 12.3 years of experience across Software Engineering, GenAI, Data Engineering, working with CI/CD, Python, Java, R and tools like Elasticsearch, Airflow, Kafka.","['vector search', 'GraphQL APIs', 'FHIR integration', 'RAG pipeline', 'Kubernetes ops']",Lead/Manager,0.91,0.11,0.18,0.05,0.17,0.19,0.88,0.27,"['FastAPI in production', 'Used Kafka', 'Built RAG pipeline']","['Projects in GenAI', 'Industry: Technology', 'Sub: DevOps']","['AWS Developer', 'HIPAA']","['Redis', 'Kafka']",Career Page,unknown,unknown,Hired,unknown,unknown,2025-10-19
CID0640,Emerson Martin,emerson.martin488@yahoo.com,(399) 290-2256,https://www.linkedin.com/in/emersonmartin2680,https://github.com/emerson694,Madison,WI,USA,No,Hybrid,Unknown,7.4,Unknown,['MBA'],"['UT Austin', 'Purdue University']",['English'],Construction,"['MEP', 'BIM']","['CI/CD', 'Java', 'Go', 'NLP', 'ETL', 'Epic', 'Power BI', 'React', 'EHR', 'FHIR']","['SageMaker', 'Redis', 'Azure', 'Snowflake', 'Milvus', 'HuggingFace']","['AWS Solutions Architect', 'PMP']","['Software Engineer', 'MLOps Engineer', 'Civil Engineer']","['CAD', 'MLOps']",[],"Emerson Martin has about 7.4 years of experience across CAD, MLOps, working with CI/CD, Java, Go, NLP and tools like SageMaker, Redis, Azure.","['predictive modeling', 'Realtime inference', 'de-identification', 'DevOps CI/CD', 'RAG pipeline']",Senior,0.1,0.03,0.16,0.5,0.1,0.19,0.04,0.68,"['CI/CD in production', 'Used Redis', 'Built predictive modeling']","['Projects in MLOps', 'Industry: Construction', 'Sub: BIM']","['AWS Solutions Architect', 'PMP']","['Redis', 'SageMaker']",Agency,unknown,unknown,Rejected,unknown,unknown,2025-10-19
CID0641,Reese Brown,reese.brown281@yahoo.com,(959) 582-7787,https://www.linkedin.com/in/reesebrown1265,https://github.com/reese644,Houston,TX,USA,No,Unknown,Notice (30 days),10.3,PhD,['B.Eng. Civil Engineering'],['Osmania University'],"['English', 'Hindi']",Education,['EdTech'],"['CAD', 'React', 'HIPAA', 'PyTorch', 'TensorFlow', 'Flask']","['Airflow', 'MongoDB', 'Kafka', 'Elasticsearch', 'Redis', 'Azure', 'OpenAI API']","['TensorFlow Developer', 'HIPAA', 'AWS Developer']","['MLOps Engineer', 'DevOps Engineer', 'Backend Engineer']","['GenAI', 'CAD']",[],"Reese Brown has about 10.3 years of experience across GenAI, CAD, working with CAD, React, HIPAA, PyTorch and tools like Airflow, MongoDB, Kafka.","['de-identification', 'DevOps CI/CD', 'RAG pipeline', 'GraphQL APIs']",Lead/Manager,0.61,0.22,0.07,0.8,0.02,0.24,0.27,0.13,"['Flask in production', 'Used MongoDB', 'Built de-identification']","['Projects in CAD', 'Industry: Education', 'Sub: EdTech']","['TensorFlow Developer', 'HIPAA', 'AWS Developer']","['Azure', 'Airflow']",Agency,unknown,unknown,In pipeline,unknown,unknown,2025-10-19
CID0642,Cameron Hernandez,cameron.hernandez226@proton.me,(425) 212-6275,https://www.linkedin.com/in/cameronhernandez4856,https://github.com/cameron178,Boston,MA,USA,Unknown,Remote,Notice (30 days),10.6,PhD,"['B.E. Computer Science', 'B.S. Information Systems']",['MIT'],"['English', 'German', 'Arabic']",Construction,"['Civil Engineering', 'Architecture']","['Matplotlib', 'Power BI', 'R', 'Django', 'React', 'NLP', 'Go']","['LangGraph', 'PostgreSQL', 'Elasticsearch', 'MongoDB', 'BigQuery', 'Azure', 'Airflow', 'LangChain']","['AWS Developer', 'AWS Solutions Architect']","['DevOps Engineer', 'MLOps Engineer']","['Security', 'Data Engineering', 'Healthcare IT', 'NLP', 'Construction']",[],"Cameron Hernandez has about 10.6 years of experience across Security, Data Engineering, Healthcare IT, working with Matplotlib, Power BI, R, Django and tools like LangGraph, PostgreSQL, Elasticsearch.","['de-identification', 'EHR analytics', 'FHIR integration', 'GraphQL APIs', 'Realtime inference', 'predictive modeling']",Lead/Manager,0.04,0.62,0.67,0.18,0.79,0.28,0.53,0.07,"['React in production', 'Used LangChain', 'Built Realtime inference']","['Projects in Construction', 'Industry: Construction', 'Sub: Architecture']","['AWS Developer', 'AWS Solutions Architect']","['LangChain', 'LangChain']",Other,unknown,unknown,Unknown,unknown,unknown,2025-10-19
CID0643,Emerson Taylor,emerson.taylor157@yahoo.com,(996) 421-8459,https://www.linkedin.com/in/emersontaylor6608,https://github.com/emerson553,Madison,WI,USA,Unknown,Unknown,Unknown,10.3,Master,"['B.S. Information Systems', 'MBA']",['Osmania University'],['English'],Healthcare,['EHR'],"['SQL', 'Plotly', 'TensorFlow', 'FHIR', 'FastAPI', 'Go', 'ETL', 'PyTorch', 'Python', 'NLP', 'AutoCAD', 'HIPAA', 'React']","['GCP', 'Vertex AI', 'SageMaker', 'dbt', 'Redis', 'PostgreSQL', 'Spark']",[],"['Data Scientist', 'Civil Engineer']","['Software Engineering', 'Computer Vision', 'Construction']",[],"Emerson Taylor has about 10.3 years of experience across Software Engineering, Computer Vision, Construction, working with SQL, Plotly, TensorFlow, FHIR and tools like GCP, Vertex AI, SageMaker.","['AutoCAD automation', 'GraphQL APIs', 'predictive modeling', 'vector search', 'Kubernetes ops', 'EHR analytics', 'FHIR integration']",Lead/Manager,0.17,0.2,0.63,0.05,0.24,0.61,0.06,0.03,"['NLP in production', 'Used dbt', 'Built EHR analytics']","['Projects in Software Engineering', 'Industry: Healthcare', 'Sub: EHR']",[],"['Redis', 'GCP']",Career Page,unknown,unknown,In pipeline,unknown,unknown,2025-10-19
CID0644,Skyler Williams,skyler.williams374@gmail.com,(724) 944-2221,https://www.linkedin.com/in/skylerwilliams6246,https://github.com/skyler836,Atlanta,GA,USA,Unknown,Remote,Open,4.1,Diploma,['B.S. Information Systems'],"['Osmania University', 'UC Berkeley']","['English', 'French']",Education,['Research'],"['SQL', 'TensorFlow', 'NLP', 'Data Warehousing', 'GraphQL', 'Revit', 'Matplotlib', 'FHIR', 'GenAI', 'FastAPI', 'Docker', 'ETL', 'Java', 'Power BI']","['Azure', 'Elasticsearch', 'OpenAI API', 'LangGraph', 'LangChain', 'Airflow', 'Snowflake', 'Milvus']",[],"['Data Engineer', 'Civil Engineer', 'ML Engineer']","['Construction', 'NLP', 'Data Engineering', 'Software Engineering']",[],"Skyler Williams has about 4.1 years of experience across Construction, NLP, Data Engineering, working with SQL, TensorFlow, NLP, Data Warehousing and tools like Azure, Elasticsearch, OpenAI API.","['vector search', 'Realtime inference', 'EHR analytics', 'predictive modeling', 'ETL pipelines', 'AutoCAD automation', 'time-series forecasting']",Mid,0.02,0.29,0.66,0.1,0.94,0.16,0.89,0.29,"['GenAI in production', 'Used OpenAI API', 'Built EHR analytics']","['Projects in Construction', 'Industry: Education', 'Sub: Research']",[],"['Milvus', 'Milvus']",Unknown,unknown,unknown,Unknown,unknown,unknown,2025-10-19
CID0645,Dakota Thomas,dakota.thomas181@yahoo.com,(206) 234-4776,https://www.linkedin.com/in/dakotathomas3233,https://github.com/dakota95,Austin,TX,USA,No,Remote,Unknown,13.0,PhD,"['B.Eng. Civil Engineering', 'B.S. Information Systems']","['University of Chicago', 'Governors State University']","['English', 'Mandarin', 'French']",Education,"['Research', 'EdTech']","['Data Warehousing', 'FHIR', 'ETL', 'Power BI', 'PyTorch', 'Kubernetes', 'AutoCAD']","['Kafka', 'Vertex AI', 'LangGraph', 'SageMaker', 'LangChain']",['Azure Fundamentals'],['AI Engineer'],"['Security', 'Computer Vision', 'Unknown', 'MLOps']",[],"Dakota Thomas has about 13.0 years of experience across Security, Computer Vision, Unknown, working with Data Warehousing, FHIR, ETL, Power BI and tools like Kafka, Vertex AI, LangGraph.","['time-series forecasting', 'EHR analytics', 'FHIR integration', 'DevOps CI/CD', 'RAG pipeline', 'AutoCAD automation', 'de-identification']",Lead/Manager,0.05,0.19,0.22,0.22,0.08,0.74,0.21,0.67,"['ETL in production', 'Used LangChain', 'Built de-identification']","['Projects in Computer Vision', 'Industry: Education', 'Sub: Research']",['Azure Fundamentals'],"['Vertex AI', 'LangChain']",Unknown,unknown,unknown,In pipeline,unknown,unknown,2025-10-19
CID0646,Casey Brown,casey.brown321@yahoo.com,(688) 615-5529,https://www.linkedin.com/in/caseybrown6073,https://github.com/casey900,San Francisco,CA,USA,Yes,Hybrid,Unknown,8.2,Bachelor,"['M.S. Data Science', 'B.S. Computer Science']",['UT Austin'],"['English', 'Spanish']",Energy,['Oil & Gas'],"['NLP', 'Flask', 'TensorFlow', 'CAD', 'Power BI', 'Plotly', 'GenAI', 'EHR', 'Epic']","['GCP', 'Snowflake', 'PostgreSQL', 'SageMaker', 'BigQuery']",[],"['AI Engineer', 'Full-Stack Developer', 'MLOps Engineer']","['CAD', 'Data Engineering', 'Computer Vision', 'GenAI', 'Healthcare IT']",[],"Casey Brown has about 8.2 years of experience across CAD, Data Engineering, Computer Vision, working with NLP, Flask, TensorFlow, CAD and tools like GCP, Snowflake, PostgreSQL.","['Kubernetes ops', 'RAG pipeline', 'FHIR integration', 'predictive modeling', 'de-identification']",Senior,0.85,0.65,0.3,0.63,0.09,0.83,0.74,0.16,"['Power BI in production', 'Used GCP', 'Built predictive modeling']","['Projects in Healthcare IT', 'Industry: Energy', 'Sub: Oil & Gas']",[],"['BigQuery', 'SageMaker']",Career Page,unknown,unknown,Rejected,unknown,unknown,2025-10-19
CID0647,Kai Taylor,kai.taylor452@outlook.com,(790) 393-8402,https://www.linkedin.com/in/kaitaylor7009,https://github.com/kai907,Chicago,IL,USA,Yes,Onsite,Unknown,14.3,Unknown,['M.Eng. Civil Engineering'],['Harvard University'],['English'],Technology,"['Cloud', 'DevOps']","['Django', 'GenAI', 'GraphQL', 'AutoCAD', 'Epic', 'EHR', 'SQL', 'Java']","['Kafka', 'LangChain', 'Vertex AI', 'OpenAI API', 'BigQuery', 'AWS', 'Elasticsearch']",['CKA'],"['Data Scientist', 'AI Engineer', 'Backend Engineer']","['Construction', 'MLOps']",[],"Kai Taylor has about 14.3 years of experience across Construction, MLOps, working with Django, GenAI, GraphQL, AutoCAD and tools like Kafka, LangChain, Vertex AI.","['RAG pipeline', 'de-identification', 'DevOps CI/CD', 'predictive modeling', 'time-series forecasting', 'Kubernetes ops', 'Realtime inference']",Lead/Manager,0.13,0.18,0.7,0.16,0.0,0.01,0.24,0.59,"['EHR in production', 'Used LangChain', 'Built time-series forecasting']","['Projects in Construction', 'Industry: Technology', 'Sub: Cloud']",['CKA'],"['Elasticsearch', 'LangChain']",Unknown,unknown,unknown,Offered,unknown,unknown,2025-10-19
CID0648,Avery Martin,avery.martin400@yahoo.com,(663) 904-6959,https://www.linkedin.com/in/averymartin7975,https://github.com/avery821,Boston,MA,USA,No,Onsite,Notice (14 days),5.0,Master,"['M.Eng. Civil Engineering', 'B.S. Computer Science']",['University of Chicago'],['English'],Energy,['Oil & Gas'],"['Power BI', 'FHIR', 'EHR', 'Go', 'CI/CD', 'GenAI', 'ETL', 'GraphQL', 'Plotly', 'React', 'NLP', 'AutoCAD']","['LangGraph', 'MongoDB', 'Vertex AI', 'Redis', 'BigQuery', 'SageMaker', 'Kafka', 'Milvus']",['PMP'],"['ML Engineer', 'Data Scientist']","['Unknown', 'Software Engineering', 'Healthcare IT', 'Computer Vision', 'Construction']",[],"Avery Martin has about 5.0 years of experience across Unknown, Software Engineering, Healthcare IT, working with Power BI, FHIR, EHR, Go and tools like LangGraph, MongoDB, Vertex AI.","['vector search', 'de-identification', 'ETL pipelines', 'GraphQL APIs', 'DevOps CI/CD']",Mid,0.06,0.67,0.62,0.15,0.21,0.9,0.24,0.03,"['Power BI in production', 'Used Redis', 'Built GraphQL APIs']","['Projects in Software Engineering', 'Industry: Energy', 'Sub: Oil & Gas']",['PMP'],"['SageMaker', 'Kafka']",Other,unknown,unknown,Rejected,unknown,unknown,2025-10-19
CID0649,Rowan Garcia,rowan.garcia324@gmail.com,(903) 795-7280,https://www.linkedin.com/in/rowangarcia1202,https://github.com/rowan153,Phoenix,AZ,USA,Yes,Onsite,Employed,8.2,HighSchool,['M.Eng. Civil Engineering'],['Harvard University'],['English'],Construction,['Architecture'],"['HL7', 'Data Warehousing', 'Cerner', 'CAD', 'AutoCAD', 'Epic', 'React']","['PostgreSQL', 'Elasticsearch', 'HuggingFace', 'LangChain']","['PMP', 'GCP Professional Data Engineer']","['AI Engineer', 'MLOps Engineer']","['NLP', 'Healthcare IT', 'Computer Vision']",[],"Rowan Garcia has about 8.2 years of experience across NLP, Healthcare IT, Computer Vision, working with HL7, Data Warehousing, Cerner, CAD and tools like PostgreSQL, Elasticsearch, HuggingFace.","['Realtime inference', 'time-series forecasting', 'EHR analytics', 'predictive modeling', 'de-identification', 'Kubernetes ops', 'DevOps CI/CD']",Senior,0.02,0.85,0.18,0.21,0.8,0.88,0.15,0.24,"['Data Warehousing in production', 'Used HuggingFace', 'Built Kubernetes ops']","['Projects in NLP', 'Industry: Construction', 'Sub: Architecture']","['PMP', 'GCP Professional Data Engineer']","['LangChain', 'LangChain']",Referral,unknown,unknown,Hired,unknown,unknown,2025-10-19
CID0650,Emerson Rodriguez,emerson.rodriguez181@gmail.com,(768) 324-1539,https://www.linkedin.com/in/emersonrodriguez8612,https://github.com/emerson878,Seattle,WA,USA,Unknown,Unknown,Notice (14 days),6.9,HighSchool,['M.S. Data Science'],['Stanford University'],['English'],Manufacturing,"['Supply Chain', 'Robotics']","['React', 'Python', 'AutoCAD', 'R', 'GenAI', 'EHR', 'Plotly', 'NLP', 'Power BI', 'SQL']","['HuggingFace', 'AWS', 'MongoDB', 'LangChain', 'Airflow', 'Vertex AI', 'Kafka']",['GCP Professional Data Engineer'],"['Full-Stack Developer', 'Civil Engineer']","['NLP', 'Software Engineering']",[],"Emerson Rodriguez has about 6.9 years of experience across NLP, Software Engineering, working with React, Python, AutoCAD, R and tools like HuggingFace, AWS, MongoDB.","['GraphQL APIs', 'ETL pipelines', 'FHIR integration', 'de-identification', 'Kubernetes ops', 'predictive modeling']",Senior,0.03,0.1,0.26,0.05,0.9,0.12,0.17,0.17,"['React in production', 'Used Airflow', 'Built FHIR integration']","['Projects in NLP', 'Industry: Manufacturing', 'Sub: Supply Chain']",['GCP Professional Data Engineer'],"['HuggingFace', 'HuggingFace']",LinkedIn,unknown,unknown,Hired,unknown,unknown,2025-10-19
CID0651,Skyler Garcia,skyler.garcia776@yahoo.com,(265) 430-7503,https://www.linkedin.com/in/skylergarcia2558,https://github.com/skyler209,Raleigh,NC,USA,Unknown,Remote,Open,3.2,Diploma,['B.E. Computer Science'],['Purdue University'],"['English', 'French', 'Spanish']",Logistics,"['Fleet', 'Warehousing']","['React', 'Data Warehousing', 'Java', 'SQL', 'Epic', 'Revit', 'Plotly', 'R', 'Flask', 'FastAPI']","['Spark', 'Azure', 'LangGraph', 'Airflow', 'Kafka']",[],"['DevOps Engineer', 'Civil Engineer', 'Data Scientist']","['Healthcare IT', 'CAD', 'Unknown', 'Software Engineering', 'NLP']",[],"Skyler Garcia has about 3.2 years of experience across Healthcare IT, CAD, Unknown, working with React, Data Warehousing, Java, SQL and tools like Spark, Azure, LangGraph.","['FHIR integration', 'vector search', 'de-identification', 'ETL pipelines', 'predictive modeling', 'GraphQL APIs']",Mid,0.25,0.53,0.08,0.62,0.71,0.28,0.15,0.01,"['Revit in production', 'Used Spark', 'Built GraphQL APIs']","['Projects in Unknown', 'Industry: Logistics', 'Sub: Fleet']",[],"['Azure', 'Azure']",Unknown,unknown,unknown,Offered,unknown,unknown,2025-10-19
CID0652,Alex Jackson,alex.jackson406@proton.me,(407) 256-3454,https://www.linkedin.com/in/alexjackson2,https://github.com/alex499,Phoenix,AZ,USA,No,Remote,Employed,5.1,Unknown,"['M.Eng. Civil Engineering', 'B.E. Computer Science']",['Northwestern University'],"['English', 'Spanish', 'Hindi']",Manufacturing,['Supply Chain'],"['Java', 'PyTorch', 'FastAPI', 'FHIR', 'AutoCAD', 'Revit', 'Data Warehousing', 'NLP', 'ETL', 'TensorFlow', 'Kubernetes', 'Python', 'GraphQL', 'Epic']","['OpenAI API', 'Airflow', 'AWS', 'Redis', 'GCP', 'dbt', 'Milvus', 'PostgreSQL', 'Azure', 'LangChain']",[],"['Backend Engineer', 'Data Engineer', 'AI Engineer']","['Construction', 'Data Engineering']",[],"Alex Jackson has about 5.1 years of experience across Construction, Data Engineering, working with Java, PyTorch, FastAPI, FHIR and tools like OpenAI API, Airflow, AWS.","['FHIR integration', 'Realtime inference', 'Kubernetes ops', 'GraphQL APIs', 'AutoCAD automation', 'RAG pipeline']",Mid,0.21,0.22,0.85,0.29,0.12,0.22,0.66,0.19,"['Java in production', 'Used Airflow', 'Built AutoCAD automation']","['Projects in Construction', 'Industry: Manufacturing', 'Sub: Supply Chain']",[],"['AWS', 'Redis']",Career Page,unknown,unknown,In pipeline,unknown,unknown,2025-10-19
CID0653,Casey Gonzalez,casey.gonzalez357@gmail.com,(814) 734-9971,https://www.linkedin.com/in/caseygonzalez6652,https://github.com/casey771,Chicago,IL,USA,Yes,Remote,Notice (30 days),11.5,PhD,"['B.Eng. Civil Engineering', 'M.S. Computer Science']",['Georgia Tech'],"['English', 'Arabic']",Technology,['DevOps'],"['NLP', 'Plotly', 'React', 'HIPAA', 'CAD', 'EHR', 'GenAI', 'CI/CD', 'Matplotlib', 'Kubernetes', 'Epic', 'HL7']","['BigQuery', 'Elasticsearch', 'Kafka', 'SageMaker', 'Spark']",['AWS Solutions Architect'],['Data Scientist'],"['Software Engineering', 'MLOps', 'NLP', 'GenAI']",[],"Casey Gonzalez has about 11.5 years of experience across Software Engineering, MLOps, NLP, working with NLP, Plotly, React, HIPAA and tools like BigQuery, Elasticsearch, Kafka.","['de-identification', 'predictive modeling', 'RAG pipeline', 'Kubernetes ops', 'AutoCAD automation']",Lead/Manager,0.77,0.09,0.04,0.29,0.86,0.26,0.14,0.54,"['Epic in production', 'Used Spark', 'Built Kubernetes ops']","['Projects in NLP', 'Industry: Technology', 'Sub: DevOps']",['AWS Solutions Architect'],"['Elasticsearch', 'BigQuery']",Referral,unknown,unknown,Rejected,unknown,unknown,2025-10-19
CID0654,Reese Lopez,reese.lopez364@gmail.com,(773) 252-1814,https://www.linkedin.com/in/reeselopez303,https://github.com/reese446,New York,NY,USA,Unknown,Onsite,Notice (14 days),7.1,Bachelor,"['B.S. Information Systems', 'B.S. Computer Science']","['Osmania University', 'University of Chicago']","['English', 'Mandarin', 'Hindi']",Manufacturing,"['Plant Ops', 'Supply Chain', 'Robotics']","['Java', 'CAD', 'FHIR', 'TensorFlow', 'R', 'HIPAA', 'Kubernetes', 'NLP', 'Plotly', 'Django', 'HL7', 'Flask', 'Power BI', 'GenAI']","['Milvus', 'Elasticsearch', 'LangChain', 'MongoDB', 'Airflow', 'LangGraph', 'PostgreSQL', 'OpenAI API', 'BigQuery', 'Redis']",['GCP Professional Data Engineer'],"['Software Engineer', 'Full-Stack Developer']","['Healthcare IT', 'NLP', 'Unknown', 'Construction']",[],"Reese Lopez has about 7.1 years of experience across Healthcare IT, NLP, Unknown, working with Java, CAD, FHIR, TensorFlow and tools like Milvus, Elasticsearch, LangChain.","['EHR analytics', 'de-identification', 'ETL pipelines', 'predictive modeling']",Senior,0.28,0.91,0.64,0.15,0.79,0.08,0.01,0.12,"['NLP in production', 'Used Redis', 'Built EHR analytics']","['Projects in Unknown', 'Industry: Manufacturing', 'Sub: Robotics']",['GCP Professional Data Engineer'],"['Airflow', 'BigQuery']",Career Page,unknown,unknown,Unknown,unknown,unknown,2025-10-19
CID0655,Casey Anderson,casey.anderson193@icloud.com,(409) 416-7653,https://www.linkedin.com/in/caseyanderson431,https://github.com/casey789,San Francisco,CA,USA,Unknown,Hybrid,Unknown,6.3,Unknown,"['M.Eng. Civil Engineering', 'M.S. Computer Science']",['Governors State University'],['English'],Manufacturing,"['Robotics', 'Supply Chain']","['Power BI', 'FastAPI', 'React', 'FHIR', 'Flask', 'Docker', 'PyTorch', 'Plotly', 'CAD', 'TensorFlow', 'R', 'CI/CD']","['Kafka', 'LangGraph', 'Vertex AI', 'Airflow', 'PostgreSQL', 'Redis']",['HIPAA'],"['Data Scientist', 'Software Engineer']","['NLP', 'GenAI', 'Computer Vision', 'CAD', 'MLOps']",[],"Casey Anderson has about 6.3 years of experience across NLP, GenAI, Computer Vision, working with Power BI, FastAPI, React, FHIR and tools like Kafka, LangGraph, Vertex AI.","['Realtime inference', 'vector search', 'AutoCAD automation', 'Kubernetes ops', 'DevOps CI/CD', 'ETL pipelines']",Senior,0.71,0.26,0.16,0.57,0.72,0.41,0.12,0.87,"['TensorFlow in production', 'Used Kafka', 'Built DevOps CI/CD']","['Projects in NLP', 'Industry: Manufacturing', 'Sub: Robotics']",['HIPAA'],"['Vertex AI', 'LangGraph']",Other,unknown,unknown,Offered,unknown,unknown,2025-10-19
CID0656,Skyler Johnson,skyler.johnson871@yahoo.com,(399) 215-8095,https://www.linkedin.com/in/skylerjohnson3594,https://github.com/skyler920,Minneapolis,MN,USA,Yes,Hybrid,Open,3.4,HighSchool,"['M.S. Computer Science', 'MBA']","['UIUC', 'UT Austin']","['English', 'Arabic']",Logistics,['Fleet'],"['Cerner', 'Python', 'TensorFlow', 'Go', 'FastAPI', 'NLP', 'ETL']","['LangGraph', 'Kafka', 'Spark', 'Airflow', 'HuggingFace', 'Azure', 'SageMaker']","['AWS Solutions Architect', 'Azure Fundamentals']","['DevOps Engineer', 'ML Engineer']","['Healthcare IT', 'Software Engineering', 'MLOps', 'Data Engineering']",[],"Skyler Johnson has about 3.4 years of experience across Healthcare IT, Software Engineering, MLOps, working with Cerner, Python, TensorFlow, Go and tools like LangGraph, Kafka, Spark.","['Kubernetes ops', 'DevOps CI/CD', 'predictive modeling', 'AutoCAD automation', 'Realtime inference', 'vector search', 'de-identification']",Mid,0.11,0.81,0.15,0.18,0.18,0.14,0.79,0.8,"['Python in production', 'Used HuggingFace', 'Built AutoCAD automation']","['Projects in Software Engineering', 'Industry: Logistics', 'Sub: Fleet']","['AWS Solutions Architect', 'Azure Fundamentals']","['Kafka', 'Kafka']",Unknown,unknown,unknown,Hired,unknown,unknown,2025-10-19
CID0657,Jamie Garcia,jamie.garcia987@yahoo.com,(433) 700-1702,https://www.linkedin.com/in/jamiegarcia1292,https://github.com/jamie594,Boston,MA,USA,Unknown,Remote,Notice (14 days),6.1,Bachelor,['B.S. Information Systems'],['UIUC'],['English'],Education,['EdTech'],"['React', 'Kubernetes', 'HIPAA', 'Matplotlib', 'Revit', 'GenAI', 'ETL', 'Go', 'Flask', 'Java', 'Docker', 'SQL', 'Django']","['Kafka', 'Vertex AI', 'AWS', 'Spark']",[],['Backend Engineer'],"['Healthcare IT', 'Data Engineering', 'Unknown']",[],"Jamie Garcia has about 6.1 years of experience across Healthcare IT, Data Engineering, Unknown, working with React, Kubernetes, HIPAA, Matplotlib and tools like Kafka, Vertex AI, AWS.","['AutoCAD automation', 'time-series forecasting', 'predictive modeling', 'Kubernetes ops', 'EHR analytics', 'GraphQL APIs', 'Realtime inference']",Senior,0.02,0.52,0.3,0.06,0.02,0.1,0.6,0.2,"['SQL in production', 'Used Kafka', 'Built Realtime inference']","['Projects in Data Engineering', 'Industry: Education', 'Sub: EdTech']",[],"['Spark', 'Kafka']",LinkedIn,unknown,unknown,In pipeline,unknown,unknown,2025-10-19
CID0658,Peyton Anderson,peyton.anderson391@outlook.com,(225) 655-4358,https://www.linkedin.com/in/peytonanderson7558,https://github.com/peyton561,Denver,CO,USA,No,Hybrid,Notice (14 days),4.7,Bachelor,"['B.Eng. Civil Engineering', 'M.Eng. Civil Engineering']","['UC Berkeley', 'UT Austin']",['English'],Construction,"['Civil Engineering', 'Architecture', 'MEP']","['TensorFlow', 'ETL', 'CAD', 'React', 'Matplotlib', 'Revit', 'FastAPI', 'HIPAA', 'Python', 'Epic', 'Docker', 'Kubernetes', 'FHIR', 'CI/CD']","['Milvus', 'LangGraph', 'AWS', 'Airflow', 'Kafka', 'PostgreSQL', 'Snowflake', 'Spark']",[],"['Full-Stack Developer', 'Data Engineer']","['Software Engineering', 'Unknown']",[],"Peyton Anderson has about 4.7 years of experience across Software Engineering, Unknown, working with TensorFlow, ETL, CAD, React and tools like Milvus, LangGraph, AWS.","['predictive modeling', 'AutoCAD automation', 'vector search', 'DevOps CI/CD']",Mid,0.21,0.01,0.28,0.04,0.09,0.12,0.21,0.17,"['FHIR in production', 'Used AWS', 'Built DevOps CI/CD']","['Projects in Software Engineering', 'Industry: Construction', 'Sub: Architecture']",[],"['Airflow', 'Kafka']",Unknown,unknown,unknown,Hired,unknown,unknown,2025-10-19
CID0659,Jordan Moore,jordan.moore469@outlook.com,(982) 644-4303,https://www.linkedin.com/in/jordanmoore4292,https://github.com/jordan587,Seattle,WA,USA,Yes,Remote,Unknown,1.3,Diploma,['B.E. Computer Science'],['Harvard University'],"['English', 'Spanish', 'Mandarin']",Technology,['Cloud'],"['GraphQL', 'Plotly', 'HIPAA', 'Kubernetes', 'CI/CD', 'Cerner']","['Snowflake', 'SageMaker', 'AWS', 'Vertex AI', 'Redis']","['CKA', 'TensorFlow Developer']","['DevOps Engineer', 'Software Engineer']","['Healthcare IT', 'Software Engineering', 'Data Engineering', 'NLP', 'MLOps']",[],"Jordan Moore has about 1.3 years of experience across Healthcare IT, Software Engineering, Data Engineering, working with GraphQL, Plotly, HIPAA, Kubernetes and tools like Snowflake, SageMaker, AWS.","['time-series forecasting', 'EHR analytics', 'predictive modeling', 'ETL pipelines', 'GraphQL APIs']",Entry,0.02,0.86,0.1,0.06,0.82,0.17,0.85,0.54,"['HIPAA in production', 'Used Redis', 'Built GraphQL APIs']","['Projects in Software Engineering', 'Industry: Technology', 'Sub: Cloud']","['CKA', 'TensorFlow Developer']","['SageMaker', 'Snowflake']",Career Page,unknown,unknown,Hired,unknown,unknown,2025-10-19
